"","title","ark","is_quotidien"
"6827","Compte rendu des travaux de la Société de médecine","cb32746293h",FALSE
"6828","Clarté ","cb327432975",FALSE
"6829","Cité culture ","cb452703839",FALSE
"6830","Causes célèbres","cb32738311w",FALSE
"6831","Cahiers RTS promotion","cb34482113c",FALSE
"6832","Cahiers d'art ","cb344142726",FALSE
"6833","Bulletin trimestriel de l'Association amicale des instituteurs et des institutrices publics laïques de l'Oise","cb32733491f",FALSE
"6834","Bulletin revue   Société d'émulation et des beaux","cb344265287",FALSE
"6835","Bulletin paroissial ","cb43508599z",FALSE
"6836","Bulletin paroissial ","cb43518601w",FALSE
"6837","Bulletin paroissial ","cb427480550",FALSE
"6838","Bulletin mensuel du Syndicat des employés du commerce","cb32730914n",FALSE
"6839","Bulletin mensuel de préparation professionnelle aux examens et concours pédagogiques","cb32730487g",FALSE
"6840","Bulletin de la Société des naturalistes et des archéologues de l'Ain ","cb34350225c",FALSE
"6841","Bulletin de la Société d'horticulture de Tunisie ","cb327239950",FALSE
"6842","Bulletin de la Société chimique de France","cb34378160z",FALSE
"6843","Bulletin de l'imprimerie ","cb32720834s",FALSE
"6844","Bulletin de l'ébénisterie et du meuble sculpté ","cb32720575j",FALSE
"6845","Bulletin d'histoire ecclesiastique et d'archéologie religieuse des diocèses de Valence","cb344838397",FALSE
"6846","Bulletin   Société internationale des études pratiques d'économie sociale ","cb34437844r",FALSE
"6847","Balance des payements de l'année ","cb343829064",FALSE
"6848","Audax club parisien ","cb327067007",FALSE
"6849","Annuaire du Conseil héraldique de France","cb326974470",FALSE
"6850","Annuaire départemental des Hautes Alpes ","cb32696813j",FALSE
"6851","Annuaire de la Société française de numismatique et d'archéologie ","cb32696636n",FALSE
"6852","Annuaire de la curiosité et des beaux arts ","cb32696387q",FALSE
"6853","Annuaire de l'Institut des provinces et des congrès scientifiques","cb32696203k",FALSE
"6854","Annuaire ","cb34394566k",FALSE
"6855","Annales des voyages","cb32694340k",FALSE
"6856","Annales de Poussery ","cb32694150b",FALSE
"6857","Annales de l'Institut colonial de Bordeaux ","cb32693642v",FALSE
"6858","Almanach annuaire de l'arrondissement de Lunéville","cb32686232z",FALSE
"6859","Les Amis des Champs-Elysées","cb34400926s",FALSE
"6860","Vieux Chambéry","cb343978486",FALSE
"6861","Tunis","cb32882232b",FALSE
"6862","Tableaux économiques de la Haute Normandie ","cb344080863",FALSE
"6863","Suprême sagesse","cb32874220m",FALSE
"6864","Société archéologique","cb34410186n",FALSE
"6865","Séance publique ","cb32869368w",FALSE
"6866","Séance extraordinaire ","cb328661798",FALSE
"6867","Revue rétrospective","cb32861344z",FALSE
"6868","Revue illustrée du Tout Sud","cb328600875",FALSE
"6869","Revue française de musique ","cb32859680c",FALSE
"6870","Revue d'histoire et de littérature religieuses","cb328568806",FALSE
"6871","Revue d'histoire de la philosophie","cb344172409",FALSE
"6872","Répertoire bibliographique des sciences mathématiques","cb32851202j",FALSE
"6873","Recueil des lettres circulaires","cb41286461c",FALSE
"6874","Plages d'émeraude ","cb328401302",FALSE
"6875","Nouvelle revue rétrospective ","cb32826278c",FALSE
"6876","Notre petit séminaire","cb32825348g",FALSE
"6877","Notre edelweiss ","cb328251258",FALSE
"6878","Notes documentaires ","cb45700439h",FALSE
"6879","Musée social ","cb34437983x",FALSE
"6880","Mémorial du contentieux des droits réunis et des octrois","cb32813921d",FALSE
"6881","Mémoires de la Société des sciences morales","cb344427256",FALSE
"6882","Mémoires de la Section de médecine ","cb32681172q",FALSE
"6883","Libre France","cb36140032t",FALSE
"6884","Les Salons","cb32864503n",FALSE
"6885","Les Documents","cb32758265z",FALSE
"6886","Les Bruits de midi","cb34534539s",FALSE
"6887","Les Annales des planteurs de caoutchouc de l'Indochine","cb326942889",FALSE
"6888","Les Alpes illustrées ","cb326904370",FALSE
"6889","Le Vélo Boxe","cb328871746",FALSE
"6890","Le Trait d'union ","cb328792188",FALSE
"6891","Le Tour de France ","cb328782735",FALSE
"6892","Le Syndicaliste ","cb32874557s",FALSE
"6893","Le Rire aux éclats ","cb328620431",FALSE
"6894","Le Réveil d'Alger ","cb328538856",FALSE
"6895","Le Rappel de la Haute Loire ","cb32847947p",FALSE
"6896","Le Pirate ","cb328400016",FALSE
"6897","Le Pâtissier français ","cb32833744x",FALSE
"6898","Le Passe temps ","cb32833617r",FALSE
"6899","Le Moniteur des touristes ","cb32819220k",FALSE
"6900","Le Livre ","cb32808684g",FALSE
"6901","Le Lien du mariage ","cb32807513f",FALSE
"6902","Le Journal du droit et de la jurisprudence canonique","cb32800892q",FALSE
"6903","Le Journal des autographes ","cb327992322",FALSE
"6904","Le Journal de Francette et Riquet","cb32797434t",FALSE
"6905","Le Grondeur","cb32784085p",FALSE
"6906","Le Forum ","cb424232004",FALSE
"6907","Le Fils du père Duchêne illustré ","cb327753846",FALSE
"6908","Le Dimanche ","cb32757459b",FALSE
"6909","Le Défenseur des droits de l'homme ","cb32754906d",FALSE
"6910","Le Cri d'Alsace ","cb45561533v",FALSE
"6911","Le Courrier de la quinzaine","cb327505875",FALSE
"6912","Le Coq rouge ","cb327483500",FALSE
"6913","Le Combattant P","cb32744725x",FALSE
"6914","Le Censeur ","cb32738472c",FALSE
"6915","Le Bon bock ","cb32714501r",FALSE
"6916","La Semaine des enfants ","cb32866823k",FALSE
"6917","La Revue rhénane ","cb328613459",FALSE
"6918","La Revue des ambassades et des questions diplomatiques et coloniales ","cb328581337",FALSE
"6919","La Revue de l'Oranie","cb32857432g",FALSE
"6920","La Revue coloniale ","cb34398534x",FALSE
"6921","La Revue anarchiste ","cb32856310n",FALSE
"6922","La Petite gazette ","cb32837834v",FALSE
"6923","La Parodie ","cb34430641g",FALSE
"6924","La Libre pensée socialiste ","cb328070899",FALSE
"6925","La Liaison des télégraphistes","cb32806401x",FALSE
"6926","La Grande revue","cb32783705w",FALSE
"6927","La Feuille commune ","cb32774317t",FALSE
"6928","La Critique ","cb327526857",FALSE
"6929","La Cigalo d'or ","cb344569864",FALSE
"6930","L'Union des arts ","cb32883467s",FALSE
"6931","L'International ","cb327934685",FALSE
"6932","L'Informateur algérien ","cb32791450m",FALSE
"6933","L'Impartial tlemcénien ","cb327890449",FALSE
"6934","L'Horizon ","cb32787356n",FALSE
"6935","L'Exposition de Chaumont ","cb327722083",FALSE
"6936","L'Eduen ","cb32765271c",FALSE
"6937","L'Écho du soir ","cb32762541j",FALSE
"6938","L'Avenir de la Mayenne illustré ","cb32708331w",FALSE
"6939","L'Avenir de Djidjelli","cb32708177n",FALSE
"6940","L'Australie ","cb32707019z",FALSE
"6941","L'Aube ","cb32706611m",FALSE
"6942","L'Anti royaliste ","cb34400538p",FALSE
"6943","L'Annuaire industriel ","cb32698220n",FALSE
"6944","L'Action républicaine populaire ","cb326822320",FALSE
"6945","Journal officiel du Haut Commissariat de France en Afrique","cb32802166q",FALSE
"6946","Journal officiel du Gard ","cb328021610",FALSE
"6947","Journal historique sur les matieres du tems ","cb32801441z",FALSE
"6948","Journal des journaux ","cb32799928r",FALSE
"6949","Journal de l'assureur et de l'assuré","cb327976362",FALSE
"6950","Indicateur de l'archéologue et du collectionneur ","cb32790355t",FALSE
"6951","Histoire de l'Académie royale des inscriptions et belles lettres ","cb410192027",FALSE
"6952","Gazette de la Bourse ","cb32780412m",FALSE
"6953","Finances et colonies ","cb32775479w",FALSE
"6954","Ephémérides astronomiques ","cb34453995c",FALSE
"6955","Document n°","cb32738663z",FALSE
"6956","Comptes rendus du Congrès des sociétés savantes de Paris et des départements","cb41222397w",FALSE
"6957","Compte rendu général des opérations effectuées en ","cb41291465r",FALSE
"6958","Camions et tracteurs ","cb34425985x",FALSE
"6959","Bulletin paroissial ","cb43508090g",FALSE
"6960","Bulletin paroissial ","cb42771710w",FALSE
"6961","Bulletin paroissial ","cb42769166k",FALSE
"6962","Bulletin mensuel de la Pieuse association des malades et des serviteurs des malades","cb32730254z",FALSE
"6963","Bulletin mensuel ","cb328697440",FALSE
"6964","Bulletin Du Cange ","cb34413743r",FALSE
"6965","Bulletin des sociétés artistiques de l'Est","cb32726618f",FALSE
"6966","Bulletin des beaux arts ","cb327258131",FALSE
"6967","Bulletin de renseignements de l'artillerie ","cb42566713k",FALSE
"6968","Bulletin de renseignements ","cb451864445",FALSE
"6969","Bulletin de liaison ","cb361344002",FALSE
"6970","Bulletin de la Société des sciences","cb34424028c",FALSE
"6971","Bulletin de la Société des missions étrangères de Paris","cb32724399z",FALSE
"6972","Bulletin de la Société des études coloniales et maritimes","cb32724358c",FALSE
"6973","Bulletin de la Société de l'histoire de France","cb34381798t",FALSE
"6974","Bulletin de la Société de géographie de Saint Quentin","cb32724080q",FALSE
"6975","Bulletin de la Société d'émulation historique et littéraire d'Abbeville","cb344068933",FALSE
"6976","Bulletin de la Société d'émulation d'Abbeville ","cb344068902",FALSE
"6977","Bulletin de la Société académique des Hautes Pyrénées ","cb32869099b",FALSE
"6978","Bulletin de la Section des sciences économiques et sociales ","cb32745122g",FALSE
"6979","Bulletin de l'enseignement public au Maroc  ","cb32720752f",FALSE
"6980","Bulletin de l'AFAS ","cb34450172s",FALSE
"6981","Bulletin de l'Académie vétérinaire de France","cb375835646",FALSE
"6982","Bulletin de l'Académie d'Hippone","cb327185173",FALSE
"6983","Bulletin de 23h30  ","cb32725476t",FALSE
"6984","Ariel ","cb32702034n",FALSE
"6985","Annonces marseillaises et les Petites affiches toulonnaises","cb326953190",FALSE
"6986","Annales des voyages","cb345332569",FALSE
"6987","Annales de médecine légale","cb32694102g",FALSE
"6988","Annales de l'Oeuvre de la Sainte Enfance","cb326937366",FALSE
"6989","Alger mondain","cb32685380v",FALSE
"6990","Théâtre de la cité internationale","cb344421811",FALSE
"6991","Les Cahiers idéalistes français","cb327357280",FALSE
"6992","Théologie et philosophie","cb41909322g",FALSE
"6993","Tableaux de l'économie bretonne ","cb34407861q",FALSE
"6994","Séance publique ","cb32681228h",FALSE
"6995","Revue rétrospective ","cb32861340k",FALSE
"6996","Revue pédagogique ","cb32861060c",FALSE
"6997","Revue orientale et américaine ","cb32861009m",FALSE
"6998","Revue illustrée des provinces de l'Ouest ","cb32860079j",FALSE
"6999","Revue du seizième siècle","cb34350602t",FALSE
"7000","Revue des sociétés savantes ","cb32858832t",FALSE
"7001","Revue des sciences philosophiques et théologiques","cb343491430",FALSE
"7002","Revue de science criminelle et de droit pénal comparé ","cb343491194",FALSE
"7003","Revue de Paris ","cb32857931h",FALSE
"7004","Répertoire de législation et de jurisprudence forestières ","cb32851241f",FALSE
"7005","Recueil des oeuvres qui ont remporté les prix sur le Puy de l'Immaculée Conception de la Vierge","cb32849642m",FALSE
"7006","Rapport sur le fonctionnement des divers services de la Bibliothèque nationale pendant les années","cb41953234s",FALSE
"7007","Rapport de la commission de vérification des comptes pour l'exercice","cb41269857j",FALSE
"7008","Rapport au Président de la République suivi des réponses des administrations ","cb343630999",FALSE
"7009","Police et justice ","cb32840732d",FALSE
"7010","Petite revue de la famille ","cb328380237",FALSE
"7011","Petite gazette de Vernet les","cb32837870q",FALSE
"7012","Parizer <U+009E>urnal","cb32833215z",FALSE
"7013","Pari<U+009E>skij listok","cb32833220j",FALSE
"7014","Nové Ceskoslovensko ","cb328272507",FALSE
"7015","Notre voix","cb32825478p",FALSE
"7016","Mon Paris ","cb32817958q",FALSE
"7017","Mémorial de jurisprudence des cours royales de France ","cb419490721",FALSE
"7018","Mémoires de la Société philomathique de Verdun ","cb32813391x",FALSE
"7019","Mémoires de la Société littéraire de Lyon","cb328133808",FALSE
"7020","Marseille programme ","cb32811953j",FALSE
"7021","Mai 68 ","cb41190090f",FALSE
"7022","Les Sports en Bourgogne et Franche Comté ","cb37588184x",FALSE
"7023","Les Nouvelles ","cb328263419",FALSE
"7024","Les Nouveautés photographiques ","cb328258554",FALSE
"7025","Les Cahiers de la guerre ","cb327354521",FALSE
"7026","Les Amis du Sahara ","cb32692222w",FALSE
"7027","Le Type ","cb399912135",FALSE
"7028","Le Travailleur des Vosges et de la région de l'Est ","cb328802487",FALSE
"7029","Le Travailleur des P","cb32880237k",FALSE
"7030","Le Trait d'union des intérêts réciproques ","cb32879388q",FALSE
"7031","Le Tout Limoges ","cb32878596n",FALSE
"7032","Le Spectateur ","cb328716231",FALSE
"7033","Le Réveil typographique ","cb328551596",FALSE
"7034","Le Progrès algérien ","cb328438165",FALSE
"7035","Le Pays Bas normand ","cb32834385n",FALSE
"7036","Le Passant ","cb32833572m",FALSE
"7037","Le Monde judiciaire ","cb32818341k",FALSE
"7038","Le Mercure de France au dix neuvième siècle","cb32814322b",FALSE
"7039","Le Journal pour tous ","cb32802284x",FALSE
"7040","Le Journal des pâtissiers cuisiniers","cb328001996",FALSE
"7041","Le Jouet français ","cb32796603v",FALSE
"7042","Le Gendarme républicain ","cb327817658",FALSE
"7043","Le Fraternel ","cb345356170",FALSE
"7044","Le Français ","cb32777222v",FALSE
"7045","Le Fond de bain ","cb327762845",FALSE
"7046","Le Courrier du commerce et de la finance ","cb327511890",FALSE
"7047","Le Claque à fond ","cb327432646",FALSE
"7048","Le Bulletin de l'art ancien et moderne ","cb327190367",FALSE
"7049","La Vie socialiste ","cb328893836",FALSE
"7050","La Vérité","cb32887626q",FALSE
"7051","La Tribune ","cb328807954",FALSE
"7052","La Revue scientifique du Limousin","cb34447495r",FALSE
"7053","La Revue naturiste ","cb344236728",FALSE
"7054","La Revue jeune ","cb32860311r",FALSE
"7055","La Revue d'art","cb328567818",FALSE
"7056","La Revue caodaïste","cb32856533v",FALSE
"7057","La Production commerciale","cb328434538",FALSE
"7058","La Presse musicale ","cb328426480",FALSE
"7059","La Plume ","cb38888015g",FALSE
"7060","La Phalange ","cb328389482",FALSE
"7061","La Justice des Alpes Maritimes ","cb32802945z",FALSE
"7062","La Joute littéraire","cb328025168",FALSE
"7063","La Goguette française ","cb32782980z",FALSE
"7064","La Feuille de Madame Angot","cb32774624x",FALSE
"7065","La Cravache ","cb32751976v",FALSE
"7066","La Charité lyonnaise ","cb32740265t",FALSE
"7067","La Brouette tourquénoise ","cb32716319r",FALSE
"7068","La Bombe ","cb327144829",FALSE
"7069","La Bassinoire ","cb34400950n",FALSE
"7070","L'Union hindoue","cb32884162g",FALSE
"7071","L'Orient ","cb42235041h",FALSE
"7072","L'Organe du peuple ","cb328298851",FALSE
"7073","L'Observateur européen ","cb328277451",FALSE
"7074","L'Invention","cb327939258",FALSE
"7075","L'Insurgé ","cb32792978m",FALSE
"7076","L'Impartial ","cb327888688",FALSE
"7077","L'Historien de France et de l'Europe","cb32786894b",FALSE
"7078","L'Ex libris ","cb327718551",FALSE
"7079","L'Europe financière ","cb32771244q",FALSE
"7080","L'Europe anti prusienne","cb327712154",FALSE
"7081","L'Entraîneur illustré ","cb32767597c",FALSE
"7082","L'Écho sioniste ","cb32763140b",FALSE
"7083","L'Avenir de Seine et","cb32708502v",FALSE
"7084","L'Avenir ","cb32707866p",FALSE
"7085","L'Amusement parisien illustré ","cb326924693",FALSE
"7086","Journal de Thiberville ","cb32798944r",FALSE
"7087","Jeunes filles de France ","cb327960919",FALSE
"7088","Jean Jacques ","cb32795580s",FALSE
"7089","Histoire et mémoires de l'Académie royale des sciences","cb32786835t",FALSE
"7090","Gazette de la Guadeloupe","cb327804505",FALSE
"7091","Gazette de l'Atelier Defrasse","cb32780349p",FALSE
"7092","Foi et éducation ","cb34490686p",FALSE
"7093","Europa ","cb327711553",FALSE
"7094","El Qamra","cb328462403",FALSE
"7095","El Correo universal ","cb327485736",FALSE
"7096","Durendal ","cb32759261t",FALSE
"7097","Documents et informations divers   Association française pour l'avancement des sciences ","cb34406907z",FALSE
"7098","Der Landsturm","cb43614735p",FALSE
"7099","Dépêche ballon ","cb370154674",FALSE
"7100","Dalloz","cb34419626b",FALSE
"7101","Cyrnos ","cb32753767t",FALSE
"7102","Connaissance de Jeanne d'Arc ","cb344290784",FALSE
"7103","Compte rendu des travaux de la Chambre ","cb327395121",FALSE
"7104","Chronique bordelaise ","cb32741516p",FALSE
"7105","Cahiers du Témoignage chrétien ","cb426289160",FALSE
"7106","Cahiers de la Haute Loire ","cb34418869x",FALSE
"7107","Bulletin yougoslave ","cb327342589",FALSE
"7108","Bulletin polymathique du Muséum d'instruction publique de Bordeaux ou Journal littéraire","cb34480587j",FALSE
"7109","Bulletin paroissial ","cb328362537",FALSE
"7110","Bulletin mensuel du Groupe agricole de la jeunesse catholique et des oeuvres paroissiales de Montbert par Aigrefeuille ","cb32730780w",FALSE
"7111","Bulletin mensuel de l'Émancipation","cb32729773k",FALSE
"7112","Bulletin de la Société d'émulation du Bourbonnais ","cb34426526j",FALSE
"7113","Bulletin de la Société ariégeoise des sciences","cb34406321v",FALSE
"7114","Bulletin de l'enseignement primaire supérieur ","cb327207455",FALSE
"7115","Bulletin de l'Association des mutilés et anciens combattants de la Grande Guerre ","cb327201147",FALSE
"7116","Bulletin de l'Association amicale du personnel enseignant des facultés des sciences","cb32719554j",FALSE
"7117","Bulletin de l'armée d'occupation du Palatinat","cb327190247",FALSE
"7118","Bulletin administratif de la Société philanthropique des commis et employés de Marseille","cb327167175",FALSE
"7119","Bulletin ","cb32884159k",FALSE
"7120","Budget de l'exploitation des chemins de fer","cb41270199k",FALSE
"7121","Budget de l'Algérie","cb41274569q",FALSE
"7122","Bibliothèque du dimanche","cb327123173",FALSE
"7123","Banque industrielle ","cb327099115",FALSE
"7124","Balance des paiements de l'année ","cb34349632q",FALSE
"7125","Aviation magazine ","cb34456711p",FALSE
"7126","Assemblée générale","cb32869956j",FALSE
"7127","Asmodée ","cb327032275",FALSE
"7128","Armanak uskara edo Ziberouko egunaria  ","cb327021536",FALSE
"7129","Annuaire statistique de la France ","cb343503965",FALSE
"7130","Annuaire des grands cercles ","cb34516138d",FALSE
"7131","Annuaire de la magistrature ","cb32696468q",FALSE
"7132","Annuaire administratif","cb438862049",FALSE
"7133","Annuaire ","cb328965419",FALSE
"7134","Annales politiques","cb32694671p",FALSE
"7135","Annales du Musée et de l'école moderne des beaux arts ","cb424522026",FALSE
"7136","Annales des services techniques d'hygiène de la ville de Paris","cb32694318d",FALSE
"7137","Annales de l'Université de Grenoble","cb326937695",FALSE
"7138","Annales   Académie de La Rochelle","cb32681082r",FALSE
"7139","Amicale des instituteurs et institutrices publics","cb32691906b",FALSE
"7140","Almanach protestant ","cb32690033h",FALSE
"7141","Almanach illustré du Petit Parisien","cb34410321m",FALSE
"7142","Abendland","cb32680789v",FALSE
"7143","Compte rendu de la Banque de France","cb343630968",FALSE
"7144","Bulletins de la Société libre d'émulation de Rouen","cb34416110v",FALSE
"7145","Bulletin du Syndicat des journalistes","cb343981742",FALSE
"7146","Yidi<U+009A>e wok","cb32894140c",FALSE
"7147","Vpered ","cb32892601c",FALSE
"7148","Vive labeur ","cb32890401b",FALSE
"7149","Travaux et mémoires du Bureau international des poids et mesures","cb343784676",FALSE
"7150","Transition ","cb328797802",FALSE
"7151","Société des sciences arts et belles lettres de Bayeux","cb34445761s",FALSE
"7152","Société des nations","cb32870033f",FALSE
"7153","Séances et travaux de l'Académie de Reims","cb343985280",FALSE
"7154","Revue pour les jeunes filles","cb32861189c",FALSE
"7155","Revue nobiliaire","cb328609253",FALSE
"7156","Revue internationale du droit maritime ","cb32860283b",FALSE
"7157","Revue des études napoléoniennes ","cb41954560d",FALSE
"7158","Revue de philologie française et de littérature","cb344600701",FALSE
"7159","Revue de l'Avranchin ","cb32857255k",FALSE
"7160","Revue d'anthropologie ","cb328567729",FALSE
"7161","Revue anglo américaine ","cb34418261h",FALSE
"7162","Relations de Chine ","cb328505651",FALSE
"7163","Recueil de documents sur l'histoire de Lorraine","cb32849222w",FALSE
"7164","Rapport annuel ","cb45266005x",FALSE
"7165","Provincia ","cb344275917",FALSE
"7166","Projet de budget départemental en recettes et en dépenses ","cb41274650k",FALSE
"7167","Procès verbaux des séances du Conseil général ","cb32843394k",FALSE
"7168","Paris danse ","cb32832375v",FALSE
"7169","Pantagruel ","cb328317929",FALSE
"7170","Observations sur l'histoire naturelle","cb328279207",FALSE
"7171","Observations périodiques sur la physique","cb39985963d",FALSE
"7172","Nouveaux mémoires de la Société des sciences","cb34444830j",FALSE
"7173","Nos poètes ","cb328245808",FALSE
"7174","Nemausa ","cb32822790n",FALSE
"7175","Nam thành Công Giáo","cb32821877g",FALSE
"7176","Mundo latino","cb32820797k",FALSE
"7177","Mémorial de la gendarmerie ","cb456623044",FALSE
"7178","Mémoires de la Société royale des sciences","cb32813402r",FALSE
"7179","Mémoires de la Société royale des sciences","cb344386255",FALSE
"7180","Mémoires de la Société d'archéologie et d'histoire de la Moselle","cb328132711",FALSE
"7181","Mémoires de la Société archéologique de Montpellier ","cb32813242f",FALSE
"7182","Mémoires de la Société académique du département de l'Aube ","cb34378763n",FALSE
"7183","Mémoires de la Société académique des sciences","cb328132297",FALSE
"7184","Mémoires de l'Académie des sciences","cb32813144v",FALSE
"7185","Martin et Martine ","cb32812008g",FALSE
"7186","Marseille universitaire ","cb32811984t",FALSE
"7187","Liste des pépiniéristes établie conformément à l'article 9","cb437523384",FALSE
"7188","Les Soirées de Paris ","cb32870652c",FALSE
"7189","Les Écoles ","cb32764612q",FALSE
"7190","Les Auvergnats d'Aubervilliers ","cb327073905",FALSE
"7191","Les Allobroges","cb32686017h",FALSE
"7192","Le Travailleur ","cb328800100",FALSE
"7193","Le Touriste ","cb32878439j",FALSE
"7194","Le Théâtre ","cb36138153s",FALSE
"7195","Le Soleil d'Algérie ","cb328707608",FALSE
"7196","Le Socialiste de l'Ariège ","cb328689449",FALSE
"7197","Le Sans gêne ","cb32864821d",FALSE
"7198","Le Républicain","cb32852216g",FALSE
"7199","Le Pirate ","cb32839998v",FALSE
"7200","Le Nouvelliste oranais","cb328271561",FALSE
"7201","Le Monde psychique ","cb328184217",FALSE
"7202","Le Midi scolaire et ","cb328158955",FALSE
"7203","Le Lycée armoricain ","cb32809940x",FALSE
"7204","Le Luth français ","cb32809767d",FALSE
"7205","Le Journal du ministère public ","cb32800999d",FALSE
"7206","Le Grillon ","cb32784028v",FALSE
"7207","Le Grand almanach de la famille chrétienne  ","cb32783365n",FALSE
"7208","Le Front ","cb32778911c",FALSE
"7209","Le Franc parler ","cb32777087w",FALSE
"7210","Le Droit ouvrier ","cb32759046c",FALSE
"7211","Le Diable boiteux de 1823","cb32757073s",FALSE
"7212","Le Dandy ","cb32754006x",FALSE
"7213","Le Conservateur","cb32747406j",FALSE
"7214","Le Christ dans la banlieue ","cb32741341b",FALSE
"7215","Le Chêne ","cb32740812w",FALSE
"7216","Le Candidat aux emplois civils ou militaires ","cb327370543",FALSE
"7217","Le Bouffon ","cb32715284p",FALSE
"7218","La Tribune des femmes socialistes ","cb328811455",FALSE
"7219","La Tempérance ","cb34418586p",FALSE
"7220","La Sirène ","cb32868452j",FALSE
"7221","La Science française ","cb328659030",FALSE
"7222","La Revue des connaissances utiles ","cb328583104",FALSE
"7223","La Révolte","cb32856024h",FALSE
"7224","La République de l'Est libéré ","cb328529152",FALSE
"7225","La Réforme cadastrale ","cb32850032p",FALSE
"7226","La Patrie malgache ","cb32833824k",FALSE
"7227","La Parole ","cb32833353s",FALSE
"7228","La Musique contemporaine ","cb32821231h",FALSE
"7229","La Libre pensée française ","cb328070837",FALSE
"7230","La France du Midi ","cb32777603p",FALSE
"7231","La Dépêche de Port Lyautey","cb327560350",FALSE
"7232","La Cravache ","cb32751967w",FALSE
"7233","La Coulisse ","cb327497494",FALSE
"7234","La Boucherie ouvrière ","cb32715256f",FALSE
"7235","La Bataille socialiste ","cb32710315x",FALSE
"7236","L'Univers illustré ","cb40112942r",FALSE
"7237","L'Informateur ","cb45690312w",FALSE
"7238","L'Indépendance littéraire et artistique ","cb32789307x",FALSE
"7239","L'Exploration ","cb327720552",FALSE
"7240","L'Éventail ","cb32771715h",FALSE
"7241","L'Étincelle ","cb327700009",FALSE
"7242","L'Émancipation juive ","cb41950756r",FALSE
"7243","L'Émancipation ","cb327663758",FALSE
"7244","L'Écho du patronage St Augustin de la paroisse Ste","cb32762378b",FALSE
"7245","L'Écho du patronage Saint Merri","cb32762398z",FALSE
"7246","L'Écho de la mode ","cb32760509k",FALSE
"7247","L'Avenir français ","cb32708829q",FALSE
"7248","L'Auxiliaire des mairies ","cb32707521w",FALSE
"7249","L'Artiste lyonnais ","cb32702929j",FALSE
"7250","L'Art vivant ","cb344287315",FALSE
"7251","L'Argus de la cordonnerie et le Chausseur réunis  ","cb34530526g",FALSE
"7252","L'Appel au peuple d'Ajaccio ","cb327003569",FALSE
"7253","L'Album ","cb326850027",FALSE
"7254","Journal des Impartiaux ","cb327998452",FALSE
"7255","Journal des arts ","cb32799197c",FALSE
"7256","Journal de l'Union des comptoirs agricoles et industriels","cb327978149",FALSE
"7257","Journal de l'Exposition nationale ","cb32797734n",FALSE
"7258","Journal d'Annonay","cb327968560",FALSE
"7259","Glos polski ","cb32782889s",FALSE
"7260","France Yougoslavie ","cb327782343",FALSE
"7261","Fantasia","cb32773161h",FALSE
"7262","Étrennes du Parnasse","cb41948897b",FALSE
"7263","Emes","cb32766467x",FALSE
"7264","Ebbs fur Dich ","cb327594303",FALSE
"7265","Documents sur la guerre ","cb327584018",FALSE
"7266","Documentation ","cb32739376q",FALSE
"7267","Comptes rendus et mémoires de la Société archéologique et historique de Clermont","cb344434577",FALSE
"7268","Comptes rendus des séances de la Société de géographie et de la commission centrale","cb344243793",FALSE
"7269","Comptes rendus des séances ","cb328703605",FALSE
"7270","Chansonnier français","cb327400193",FALSE
"7271","Catalogue des ouvrages de peinture","cb328698119",FALSE
"7272","Catalogue de l'exposition annuelle du musée de Rouen  ","cb32737973v",FALSE
"7273","Caliban ","cb32736553w",FALSE
"7274","Bulletin paroissial ","cb427782675",FALSE
"7275","Bulletin officiel de la Société nationale d'encouragement au Bien et de la Société libre d'instruction et d'éducation populaires","cb32732227j",FALSE
"7276","Bulletin mensuel du Syndicat des produits alimentaires en gros et de l'Union des syndicats de l'alimentation en gros","cb327309499",FALSE
"7277","Bulletin mensuel de numismatique ","cb32730482r",FALSE
"7278","Bulletin mensuel de l'Union catholique des dames de l'enseignement libre","cb327298328",FALSE
"7279","Bulletin de la Société des beaux arts de Caen","cb327243331",FALSE
"7280","Bulletin de la Société d'émulation du département de l'Allier ","cb34426532g",FALSE
"7281","Bulletin de la Société d'agriculture","cb32723754v",FALSE
"7282","Bulletin de la Société archéologique de Bellac Le Dolmen club","cb327235549",FALSE
"7283","Bulletin de la Société antiesclavagiste de France","cb32723549q",FALSE
"7284","Bulletin de la Fédération radicale et radicale socialiste de la Guyane","cb32722925k",FALSE
"7285","Bulletin de la Fédération des groupements de géomètres français ","cb32722705d",FALSE
"7286","Bulletin annuel de l'Association Connaissance de Jeanne d'Arc","cb344136068",FALSE
"7287","Bulletin agronomique ","cb343495929",FALSE
"7288","Budget du port de commerce de Saïgon ","cb412697756",FALSE
"7289","Budget des pays de protectorat ","cb32744352q",FALSE
"7290","Budget de l'Algérie","cb41269999r",FALSE
"7291","Au Christ roi","cb32706428s",FALSE
"7292","Association internationale des amis de Pierre Loti","cb34428814v",FALSE
"7293","Annuaires Favre","cb32709949v",FALSE
"7294","Annuaire de l'exercice","cb32705822k",FALSE
"7295","Annales du Service des antiquités de l'Égypte","cb344630070",FALSE
"7296","Annales de l'Est ","cb344107718",FALSE
"7297","Cahiers de l'Amitié Henri Bosco","cb343817844",FALSE
"7298","Allez ! : bulletin des Missions","cb32685647v",FALSE
"7299","Nos jeudis","cb32824520d",FALSE
"7300","Zigzags à la plume à travers l'art","cb34406459t",FALSE
"7301","Zeitschrift für deutsches Alterthum ","cb32894631s",FALSE
