"","title","ark","is_quotidien"
"538","Bulletin des lois de la République française","cb32726274t",FALSE
"539","La Vedette ","cb32887046p",FALSE
"540","La Croix du dimanche","cb34422001v",FALSE
"541","La Paix ","cb328313717",FALSE
"542","Nouvelles politiques","cb32826871m",TRUE
"543","La Kabylie française ","cb32803044c",FALSE
"544","Le Courrier colonial ","cb32750074f",FALSE
"545","Le Pêle mêle ","cb32834805j",FALSE
"546","Elsässer Kurier","cb344240360",TRUE
"547","La Jeunesse illustrée","cb327962868",FALSE
"548","Le Rire ","cb34432899t",FALSE
"549","Journal officiel de l'Afrique équatoriale française","cb32802022t",FALSE
"550","La Dépêche bretonne ","cb327559179",FALSE
"551","Journal d'Angers ","cb327968518",TRUE
"552","L'Athlète ","cb34474930f",FALSE
"553","La Semaine mondaine ","cb328669575",FALSE
"554","L'Éleveur ","cb344471817",FALSE
"555","Vaugirard Grenelle ","cb32886999h",FALSE
"556","Le Tir national ","cb328777096",FALSE
"557","Les Tablettes des Deux Charentes ","cb32875514r",FALSE
"558","L'École nouvelle ","cb32764488d",TRUE
"559","L'Écho cognaçais ","cb32759652z",FALSE
"560","Journal des artistes ","cb32799190z",FALSE
"561","L'Impartial de Rethel ","cb327889587",TRUE
"562","Schlettstadter Volksblatt ","cb419475529",TRUE
"563","Revue municipale ","cb32860840q",FALSE
"564","L'Indépendant ","cb41257550m",TRUE
"565","L'Effort ","cb343949582",TRUE
"566","Le Monde artiste ","cb32818188p",FALSE
"567","La Française ","cb327772596",FALSE
"568","France ","cb32895629g",TRUE
"569","La Mode nationale ","cb32817510m",FALSE
"570","La Solidarité ","cb32870824p",TRUE
"571","Le Phosphate ","cb328394587",FALSE
"572","Dernière heure ","cb327562675",TRUE
"573","La Vie moderne ","cb32889152c",FALSE
"574","Dân báo","cb32753974n",TRUE
"575","Le Mistral ","cb32816986q",FALSE
"576","La Jeune république ","cb32795928s",FALSE
"577","Annales africaines ","cb32693364b",FALSE
"578","El Correo de España","cb32748547n",TRUE
"579","Le Film complet ","cb344474247",TRUE
"580","Le Fanal ","cb32773075x",FALSE
"581","L'Ami du peuple ","cb32691561c",FALSE
"582","Journal des États généraux","cb32799630g",TRUE
"583","L'Avenir du bassin d'Arcachon ","cb32896010n",FALSE
"584","La Caricature ","cb32737409c",FALSE
"585","Le Progrès religieux ","cb419368144",FALSE
"586","L'Album théâtral ","cb32685201f",FALSE
"587","Revue comique normande ","cb32856631f",FALSE
"588","L'Indépendant","cb32896239x",TRUE
"589","Le Maine ","cb32810894m",FALSE
"590","Le Cultivateur aveyronnais ","cb32753461x",FALSE
"591","Journal du département de la Haute Garonne ","cb328008336",TRUE
"592","Le Réveil de Mauriac ","cb34425431m",TRUE
"593","L'Homme enchaîné ","cb32787180z",FALSE
"594","Bulletin quotidien ","cb328285133",TRUE
"595","La Dépêche financière","cb327560997",FALSE
"596","Le Conservateur bazadais ","cb32747425t",FALSE
"597","Le Cri du peuple ","cb344311629",TRUE
"598","L'Avenir de Luchon ","cb32708391r",FALSE
"599","L'Observateur du Centre ","cb328278021",FALSE
"600","L'Argus ","cb32701844x",TRUE
"601","Le Nouvelliste de l'Est ","cb328270155",FALSE
"602","La Liberté de Bône ","cb32806755p",TRUE
"603","Benjamin ","cb344457597",TRUE
"604","Revue spirite","cb34350795x",FALSE
"605","France libre ","cb44498563s",TRUE
"606","Paris capital ","cb32832272j",FALSE
"607","Le Progrès artistique ","cb328438223",FALSE
"608","Les Belles images ","cb327110547",FALSE
"609","Strassburger privilegirte Zeitung","cb345436031",TRUE
"610","Bulletin des arrêts de la Cour de cassation rendus en matière criminelle","cb34508686x",FALSE
"611","Journal du Gard ","cb328009115",TRUE
"612","Artistica ","cb32702956f",FALSE
"613","France soir ","cb32778160c",TRUE
"614","Le Cri des travailleurs ","cb327524203",FALSE
"615","Indochine française","cb32790979g",TRUE
"616","L'Indépendant du Blanc ","cb327897776",TRUE
"617","Le Devoir socialiste ","cb32757010w",FALSE
"618","La République nouvelle ","cb328530881",TRUE
"619","Journal des mutilés","cb328001218",TRUE
"620","Le Monde comique ","cb32818215r",FALSE
"621","La Croix du Rhône ","cb327532125",FALSE
"622","La Gazette de Mostaganem ","cb32780536w",FALSE
"623","Pariser Zeitung ","cb344249981",TRUE
"624","Le Sanctuaire ","cb32864734g",FALSE
"625","La Croix de l'Algérie et de la Tunisie","cb32753003n",TRUE
"626","Les Contemporains ","cb32747804z",FALSE
"627","Journal officiel de l'Algérie","cb328020266",TRUE
"628","Le Réveil républicain ","cb32854997q",FALSE
"629","L'École et la famille ","cb32764384r",FALSE
"630","L'Écho de Rive de","cb32760975g",FALSE
"631","Recueil de médecine vétérinaire","cb375835704",FALSE
"632","Semaine religieuse du Diocèse de Lyon  ","cb328670766",FALSE
"633","Le Réveil de Souk Ahras","cb32854311h",FALSE
"634","Le Courrier des tribunaux ","cb327511112",TRUE
"635","Moniteur de l'île Bourbon ","cb328186820",FALSE
"636","Bulletin de la statistique vinicole","cb32724982w",FALSE
"637","Les Droits de l'homme ","cb32759074m",FALSE
"638","La Presse libre ","cb344456516",TRUE
"639","L'Europe nouvelle ","cb32771271m",FALSE
"640","Bulletin municipal officiel de la ville d'Alger","cb32731184v",FALSE
"641","L'Avenir normand ","cb32708914z",TRUE
"642","Le Semeur algérien ","cb32867269g",TRUE
"643","Saïgon sportif ","cb32864046j",FALSE
"644","L'Univers illustré ","cb328854407",FALSE
"645","Le Socialiste ","cb328689073",FALSE
"646","L'Afrique du Nord illustrée ","cb326834810",FALSE
"647","L'Eveil ","cb32771481g",TRUE
"648","Die Wacht im Osten ","cb419368233",TRUE
"649","Le Moniteur des consulats et du commerce international ","cb443361466",FALSE
"650","Le Bonnet rouge ","cb34431415m",TRUE
"651","Bulletin des arrêts de la Cour de cassation rendus en matière civile","cb34488540t",FALSE
"652","Les Nouvelles de Versailles ","cb328266325",FALSE
"653","Journal général de la cour et de la ville","cb32801365p",TRUE
"654","L'Avenir de Souk Ahras ","cb32708507k",FALSE
"655","Journal des contributions indirectes","cb32799460v",FALSE
"656","Le Miroir des sports ","cb38728672j",TRUE
"657","Gazette de Paris ","cb32780569v",TRUE
"658","Bulletin de la presse allemande ","cb34440187m",TRUE
"659","Le Petit Vouzinois ","cb328376976",TRUE
"660","Rustica ","cb34377198d",FALSE
"661","Paris turf ","cb32833036c",TRUE
"662","Candide ","cb32737062q",FALSE
"663","Journal du dimanche ","cb328008785",FALSE
"664","L'Évolution algérienne et tunisienne","cb327717819",FALSE
"665","La Souveraineté ","cb328713832",TRUE
"666","L'Écho charentais ","cb32759644b",FALSE
"667","Le Républicain de Belfort","cb328522870",TRUE
"668","L' Écho de Tiaret ","cb327611776",FALSE
"669","Journal des arts","cb32799201s",TRUE
"670","Les Affiches de Paris","cb32683217b",TRUE
"671","Mostaganem","cb328202407",FALSE
"672","Le Mémorial de Lombez ","cb32813865r",FALSE
"673","Le Spectateur militaire  ","cb32871670j",FALSE
"674","La Croix des marins","cb32753142t",FALSE
"675","L'Echo de Tlemcen","cb327611803",TRUE
"676","Le Capitaliste ","cb32737285x",FALSE
"677","Journal officiel de la Guinée française","cb328020742",FALSE
"678","La Guerre mondiale ","cb327844744",TRUE
"679","Nîmes journal ","cb328238351",FALSE
"680","Le Cabinet de lecture ","cb32734907b",TRUE
"681","Gazette universelle","cb32781565q",TRUE
"682","Les Spectacles ","cb32871596z",TRUE
"683","Rouen gazette","cb32862901k",FALSE
"684","Bulletin de la Chambre de commerce de Paris","cb327221210",FALSE
"685","Le Farceur ","cb327732070",FALSE
"686","Le Mutilé de l'Algérie ","cb32821316w",FALSE
"687","La Revue des sports ","cb34428287d",TRUE
"688","L'Europe","cb327712003",TRUE
"689","Tunisie France","cb32882245p",FALSE
"690","L'Echo de Chine","cb327599267",TRUE
"691","Les Travaux ","cb32880417h",FALSE
"692","Le Don Quichotte ","cb32758549j",TRUE
"693","La Bataille ","cb32710239n",FALSE
"694","Le Torero ","cb32878076n",FALSE
"695","La Lutte sociale de Seine et","cb328098770",TRUE
"696","Royat mondain ","cb32863155j",FALSE
"697","Les Temps nouveaux ","cb34359892b",FALSE
"698","Annales de l'Institut Pasteur ","cb34348753q",FALSE
"699","Le Petit démocrate de Saint Denis et de la région ","cb328361638",FALSE
"700","La Charcuterie française ","cb32740196t",FALSE
"701","Armenia ","cb327022257",FALSE
"702","La Comédie politique ","cb32744799g",FALSE
"703","Le Travailleur ","cb32880064x",TRUE
"704","La Constitution ","cb32747565b",TRUE
"705","Bulletin officiel du Ministère de l'intérieur","cb34350539w",FALSE
"706","Paris journal ","cb32832578f",TRUE
"707","Bulletin de commerce","cb40147666r",TRUE
"708","Les Echos","cb32763277z",FALSE
"709","Journal des finances","cb327997344",FALSE
"710","L'Express du Loiret ","cb32772367w",TRUE
"711","Journal militaire","cb328016138",FALSE
"712","Le Lien ","cb34455254b",FALSE
"713","L'Auta ","cb34475573v",FALSE
"714","Le Sémaphore algérien ","cb32867183r",TRUE
"715","La Tribune du Libournais ","cb32881264q",FALSE
"716","Courrier de Marseille ","cb32750667t",TRUE
"717","Le Carnet de la semaine ","cb327376402",FALSE
"718","Le Moniteur des Pyrénées ","cb32819173w",TRUE
"719","Journal de St Jean","cb32798838j",FALSE
"720","Catalogue hebdomadaire ou Liste des livres","cb32737996h",TRUE
"721","Mülhauser Frauen Zeitung ","cb41947636b",FALSE
"722","L'Orient ","cb32830005c",FALSE
"723","L'Agent d'assurances ","cb32684056x",FALSE
"724","Le Courrier thermal de Bagnères de","cb327516808",FALSE
"725","L'Humanité ","cb327877275",TRUE
"726","Le Jour ","cb32796614h",TRUE
"727","L'Indépendant ","cb32789367s",TRUE
"728","L'Union républicaine ","cb32884598k",TRUE
"729","La Vie au grand air ","cb32888685g",FALSE
"730","Le Photographe ","cb34378357m",FALSE
"731","La Voix paysanne ","cb328918350",FALSE
"732","Feuilleton ","cb45131993h",TRUE
"733","Courrier de l'Algérie","cb32750305f",TRUE
"734","Le Progrès de Madagascar ","cb32844045s",TRUE
"735","Bulletin de la Convention nationale","cb328960517",TRUE
"736","L'Alerte ","cb326852917",FALSE
"737","Nouveau journal de Paris et des départemens ","cb32825661h",TRUE
"738","La Revue du Trésor ","cb34349169p",FALSE
"739","L'Impartial de Diégo Suarez ","cb327889180",TRUE
"740","L'Avenir ","cb327078838",TRUE
"741","Le Journal d'Hénin Liétard et du canton de Carvin ","cb32797009h",TRUE
"742","Mémorial d'Amiens et du département de la Somme","cb32813802v",TRUE
"743","Midi olympique ","cb344139915",FALSE
"744","Le Derby ","cb32756236w",TRUE
"745","L'Art pour tous ","cb327026616",FALSE
"746","L'Argus et le Vert vert réunis","cb32701825n",FALSE
"747","Moniteur de la Guyane française ","cb328187870",FALSE
"748","L'Avenir de Bougie ","cb327081242",TRUE
"749","Le Bel Abbèsien","cb327109325",TRUE
"750","La Démocratie ","cb327553943",FALSE
"751","Courrier extraordinaire","cb32751381s",TRUE
"752","Le Petit journal illustré ","cb328366671",FALSE
"753","Le Pays de Montbéliard ","cb34492562w",FALSE
"754","L'Employé ","cb32766548x",FALSE
"755","Les Jeunes d'Alsace ","cb34423547s",FALSE
"756","Le Travailleur normand ","cb32880343s",FALSE
"757","L'Algérie économique ","cb32685454k",FALSE
"758","Journal officiel du Soudan français","cb32802175p",FALSE
"759","Le Dimanche du Journal de Roubaix","cb327574898",FALSE
"760","Souk Ahras républicain","cb328711031",TRUE
"761","Les Romans illustrés ","cb328626639",FALSE
"762","L'Antijuif algérien ","cb32699807b",TRUE
"763","Le Roman ","cb328625782",TRUE
"764","L'Indépendant du Berry ","cb32789775h",FALSE
"765","Mercure de France ","cb328143183",FALSE
"766","Le Petit Montreuillois ","cb32837027c",FALSE
"767","Montmartre La Chapelle ","cb32820009j",FALSE
"768","La Pédiatrie pratique ","cb32834751f",FALSE
"769","La Plaine de Lens ","cb328401453",TRUE
"770","Le Publiciste ","cb38835331s",TRUE
"771","Le Petit Guelma ","cb32836476f",FALSE
"772","Le Panthéon de l'industrie ","cb32831811r",FALSE
"773","La Voix de la vérité ","cb345202133",TRUE
"774","Bulletin de la Société de législation comparée","cb345086607",FALSE
"775","Le Phare de Majunga ","cb328390762",TRUE
"776","L'Imprimerie ","cb32789129p",FALSE
"777","Force ouvrière ","cb34414914z",FALSE
"778","Sport et plein air ","cb34380462r",FALSE
"779","L'Orchestre ","cb328294988",FALSE
"780","La Vie mondaine à Nice ","cb32889161b",FALSE
"781","Al Mir'ate","cb32816680t",TRUE
"782","Le Petit Bordjien","cb32835762b",FALSE
"783","L'Écho du Midi ","cb327622573",TRUE
"784","Journal des débats de la Société des amis de la Constitution","cb327995128",TRUE
"785","Courrier d'Eure et","cb32750138v",FALSE
"786","L'Indochine républicaine","cb32790994c",TRUE
"787","L'Atlantique ","cb327062314",FALSE
"788","Les Romans inédits","cb328626650",TRUE
"789","Le Progrès de Seine ","cb32844101f",FALSE
"790","L'Ami du Roi","cb326916609",TRUE
"791","L'Écho de Rouen illustré ","cb32760988t",FALSE
"792","Dimanche illustré ","cb32757502n",FALSE
"793","La Tribune juive ","cb32881359d",FALSE
"794","Le Progrès de Bergerac et de la Dordogne ","cb42240715w",FALSE
"795","Le Courrier de St Nazaire ","cb32750778r",FALSE
"796","Le Journal général","cb32801338s",TRUE
"797","La Cloche d'argent ","cb32743499d",FALSE
"798","L'Echo des communes d'Alsace et de Lorraine ","cb344224776",FALSE
"799","Figaro ","cb344482258",TRUE
"800","Revue de l'instruction publique en France et dans les pays étrangers","cb328574167",FALSE
"801","Madagascar ","cb32810449p",TRUE
"802","Le Courrier de l'Europe ","cb327503779",TRUE
"803","L'Alsace française ","cb34440169p",FALSE
"804","Gringoire ","cb32784069f",FALSE
"805","L'Écho ","cb327595295",FALSE
"806","Bibliographie de la France ","cb34348270x",FALSE
"807","Le Petit Français illustré ","cb328364246",FALSE
"808","Le Drapeau tricolore ","cb401135468",TRUE
"809","Le Canard clermontois ","cb32736958q",FALSE
"810","Le Républicain ","cb32852208v",FALSE
"811","L'Éveil de Sétif","cb327715525",FALSE
"812","Feuille du commerce","cb327746703",FALSE
"813","Gazette des Ardennes","cb344103281",TRUE
"814","Informations sociales   Bureau international du travail ","cb32734523g",FALSE
"815","La Médecine nouvelle ","cb328127119",FALSE
"816","Bulletin de la Société entomologique de France","cb34349290s",FALSE
"817","Bulletin officiel des services des prix  ","cb344156460",FALSE
"818","Tous les sports ","cb34428609q",FALSE
"819","Le Nouveau journal ","cb328256380",TRUE
"820","Bulletin administratif de la Cochinchine","cb32716709j",FALSE
"821","The Menton ","cb32814192z",FALSE
"822","La Vie nouvelle ","cb344585704",FALSE
"823","Journal de l'enseignement ","cb32797696x",FALSE
"824","L'Éclipse ","cb32764192t",FALSE
"825","Le Vétéran ","cb328883771",FALSE
"826","Le Rideau artistique et littéraire ","cb32861911n",FALSE
"827","La Liberté des colonies ","cb444164385",TRUE
"828","La Défense ","cb343707313",FALSE
"829","Moniteur impérial de la Nouvelle Calédonie et dépendances","cb34536089f",FALSE
"830","Le Furet nîmois ","cb32779189b",FALSE
"831","Le Bulletin de Vouziers ","cb327254864",FALSE
"832","Journal des artistes ","cb391813444",FALSE
"833","Courrier de Rennes ","cb32750756f",FALSE
"834","Thermomètre du jour","cb32877381t",TRUE
"835","Le Petit Parisien","cb344191170",FALSE
"836","Carrefour ","cb32737764b",FALSE
"837","Zeitung der 10","cb41936825s",TRUE
"838","Les Nouvelles littéraires","cb328268096",TRUE
"839","La Joie de la maison ","cb327965116",TRUE
"840","L'Église libre ","cb32765514c",FALSE
"841","L'Effort algérien ","cb327653395",FALSE
"842","Le Moniteur des travaux de l'Algérie et de la Tunisie","cb328192270",FALSE
"843","Le Censeur des journaux","cb327384831",TRUE
"844","Le Patriote lorrain ","cb328341226",FALSE
"845","La Jeune garde ","cb327958186",FALSE
"846","Le Nouveau Salazien ","cb34544778f",TRUE
"847","La Griffe ","cb32784000g",FALSE
"848","Bulletin bi mensuel de l'Ecole Saint","cb327171977",FALSE
"849","Les Tablettes du soir","cb32875531b",TRUE
"850","Le Télégraphe ","cb32876528p",FALSE
"851","Le Journal général","cb328013394",FALSE
"852","L'Avenir provençal ","cb327089399",FALSE
"853","Revue du Cercle militaire ","cb328590336",FALSE
"854","L'Ami du clergé paroissial ","cb32691481q",FALSE
"855","Bulletin de la Société française de numismatique","cb34349293t",FALSE
"856","Les Tablettes marseillaises ","cb32875567b",FALSE
"857","L'Éclaireur des Pyrénées ","cb32764056p",TRUE
"858","Revue générale des chemins de fer  ","cb343492000",FALSE
"859","Le Miroir des spectacles","cb32816737z",TRUE
"860","Le Véloce sport ","cb32887197v",TRUE
"861","Supplément des Nouvelles ecclésiastiques","cb32874057d",FALSE
"862","Annales du Sénat et de la Chambre des députés","cb32694473t",TRUE
"863","Revue de l'industrie minérale ","cb343490969",TRUE
"864","Les Cahiers coloniaux ","cb34422485t",FALSE
"865","La Liberté ","cb32806693z",TRUE
"866","Oberelsässischer Volksfreund ","cb32827629h",TRUE
"867","La Voz de Espan^a","cb32892575n",TRUE
"868","Annonces","cb41319451h",FALSE
"869","Le Cri de Toulouse ","cb327523602",FALSE
"870","Journal officiel de la Martinique ","cb34418553q",FALSE
"871","Les Tablettes d'Avignon et de Provence ","cb32875481m",TRUE
"872","La Grande île","cb32783669v",TRUE
"873","Phuc Hu'ng","cb32839576f",TRUE
"874","Le Narrateur impartial ","cb32822087t",FALSE
"875","Le Messager du rentier ","cb32815148q",FALSE
"876","Le Messager de l'Ouest ","cb32814806g",TRUE
"877","Bulletin quotidien de la Chambre de commerce de Bamako","cb327329055",FALSE
"878","L'Athlétisme ","cb344216180",FALSE
"879","France Dahomey","cb32777570j",TRUE
"880","La Semaine religieuse du diocèse de Cambrai ","cb46640220b",FALSE
"881","La Semaine à Paris ","cb32866697k",FALSE
"882","La Réplique ","cb32851457c",TRUE
"883","L'Avenir républicain ","cb32708965v",TRUE
"884","Journal de Constantinople","cb32797343h",TRUE
"885","L'Intrépide ","cb34432896s",FALSE
"886","Journal universel ou Révolutions des royaumes","cb328024029",TRUE
"887","Supplément illustré du Petit comtois","cb34410582c",TRUE
